Year,County,Hospital,OSHPDID,Measure,Risk Adjusted Rate,No of Deaths/Readmissions,No of Cases,Hospital Ratings,Location 
2014-2015,Orange,La Palma Intercommunity Hospital,106301234,30-day Mortality,3.17,1.0,47.0,As Expected,"(33.8485,-118.03737)"
2014-2015,Orange,Los Alamitos Medical Center,106301248,30-day Readmission,9.46,35.0,376.0,As Expected,"(33.80327,-118.0674)"
2014-2015,Orange,Los Alamitos Medical Center,106301248,30-day Mortality,14.44,61.0,388.0,Worse,"(33.80327,-118.0674)"
2014-2015,Orange,Mission Hospital Regional Medical Center,106301262,30-day Readmission,8.71,34.0,402.0,As Expected,"(33.56279,-117.66768)"
2014-2015,Orange,Mission Hospital Regional Medical Center,106301262,30-day Mortality,7.6,43.0,427.0,As Expected,"(33.56279,-117.66768)"
2014-2015,Orange,UC Irvine Medical Center,106301279,30-day Readmission,12.39,44.0,351.0,As Expected,"(33.7889,-117.89064)"
2014-2015,Orange,UC Irvine Medical Center,106301279,30-day Mortality,10.12,48.0,384.0,As Expected,"(33.7889,-117.89064)"
2014-2015,Orange,Garden Grove Hospital and Medical Center,106301283,30-day Mortality,6.84,4.0,67.0,As Expected,"(33.7745089,-117.9130315)"
2014-2015,Orange,Garden Grove Hospital and Medical Center,106301283,30-day Readmission,8.89,7.0,65.0,As Expected,"(33.7745089,-117.9130315)"
2014-2015,Orange,Placentia Linda Hospital,106301297,30-day Readmission,9.89,5.0,62.0,As Expected,"(33.88704521,-117.8431129)"
2014-2015,Orange,Placentia Linda Hospital,106301297,30-day Mortality,14.23,7.0,65.0,As Expected,"(33.88704521,-117.8431129)"
2014-2015,Orange,Saddleback Memorial Medical Center,106301317,30-day Readmission,8.43,34.0,416.0,As Expected,"(33.60796,-117.70837)"
2014-2015,Orange,Saddleback Memorial Medical Center,106301317,30-day Mortality,9.47,58.0,434.0,As Expected,"(33.60796,-117.70837)"
2014-2015,Orange,Saint Joseph Hospital � Orange,106301340,30-day Readmission,14.0,54.0,403.0,As Expected,"(33.7823,-117.86516)"
2014-2015,Orange,Saint Joseph Hospital � Orange,106301340,30-day Mortality,8.48,43.0,421.0,As Expected,"(33.7823,-117.86516)"
2014-2015,Orange,Saint Jude Medical Center,106301342,30-day Readmission,11.06,54.0,458.0,As Expected,"(33.89349,-117.92851)"
2014-2015,Orange,Saint Jude Medical Center,106301342,30-day Mortality,7.76,54.0,486.0,As Expected,"(33.89349,-117.92851)"
2014-2015,Orange,West Anaheim Medical Center,106301379,30-day Readmission,8.8,11.0,115.0,As Expected,"(33.82482,-117.99492)"
2014-2015,Orange,West Anaheim Medical Center,106301379,30-day Mortality,9.74,9.0,118.0,As Expected,"(33.82482,-117.99492)"
2014-2015,Orange,Orange County Global Medical Center,106301566,30-day Readmission,12.57,20.0,169.0,As Expected,"(33.75361,-117.83398)"
2014-2015,Orange,Orange County Global Medical Center,106301566,30-day Mortality,12.27,28.0,185.0,As Expected,"(33.75361,-117.83398)"
2014-2015,Orange,Kaiser Foundation Hospital � Orange County � Anaheim,106304409,30-day Readmission,10.05,57.0,553.0,As Expected,"(33.8544317,-117.8439815)"
2014-2015,Orange,Kaiser Foundation Hospital � Orange County � Anaheim,106304409,30-day Mortality,9.31,46.0,570.0,As Expected,"(33.8544317,-117.8439815)"
2014-2015,Placer,Sutter Auburn Faith Hospital,106310791,30-day Readmission,8.27,9.0,129.0,As Expected,"(38.94452,-121.0982)"
2014-2015,Placer,Sutter Auburn Faith Hospital,106310791,30-day Mortality,12.4,14.0,133.0,As Expected,"(38.94452,-121.0982)"
2014-2015,Placer,Sutter Roseville Medical Center,106311000,30-day Readmission,9.65,42.0,439.0,As Expected,"(38.76439,-121.25055)"
2014-2015,Placer,Sutter Roseville Medical Center,106311000,30-day Mortality,7.73,37.0,459.0,As Expected,"(38.76439,-121.25055)"
2014-2015,Placer,Kaiser Foundation Hospital � Roseville,106314024,30-day Readmission,8.74,40.0,439.0,As Expected,"(38.74636,-121.25107)"
2014-2015,Placer,Kaiser Foundation Hospital � Roseville,106314024,30-day Mortality,10.23,56.0,462.0,As Expected,"(38.74636,-121.25107)"
2014-2015,Riverside,Corona Regional Medical Center � Main,106331152,30-day Readmission,16.55,18.0,104.0,As Expected,"(33.8733354,-117.5668015)"
2014-2015,Riverside,Corona Regional Medical Center � Main,106331152,30-day Mortality,4.08,3.0,105.0,As Expected,"(33.8733354,-117.5668015)"
2014-2015,Riverside,Desert Regional Medical Center,106331164,30-day Readmission,11.74,56.0,517.0,As Expected,"(33.83932,-116.54549)"
2014-2015,Riverside,Desert Regional Medical Center,106331164,30-day Mortality,15.23,78.0,555.0,Worse,"(33.83932,-116.54549)"
2014-2015,Riverside,Eisenhower Medical Center,106331168,30-day Readmission,12.81,84.0,736.0,As Expected,"(33.76418,-116.40808)"
2014-2015,Riverside,Eisenhower Medical Center,106331168,30-day Mortality,8.93,68.0,759.0,As Expected,"(33.76418,-116.40808)"
2014-2015,Riverside,Hemet Valley Medical Center,106331194,30-day Readmission,13.69,26.0,189.0,As Expected,"(33.75113,-116.95958)"
2014-2015,Riverside,Hemet Valley Medical Center,106331194,30-day Mortality,13.09,26.0,201.0,As Expected,"(33.75113,-116.95958)"
2014-2015,Riverside,John F. Kennedy Memorial Hospital,106331216,30-day Readmission,8.81,8.0,92.0,As Expected,"(33.70677,-116.23391)"
2014-2015,Riverside,John F. Kennedy Memorial Hospital,106331216,30-day Mortality,19.25,14.0,98.0,Worse,"(33.70677,-116.23391)"
2014-2015,Riverside,Parkview Community Hospital Medical Center,106331293,30-day Readmission,16.03,18.0,112.0,As Expected,"(33.92573,-117.43996)"
2014-2015,Riverside,Parkview Community Hospital Medical Center,106331293,30-day Mortality,15.87,12.0,117.0,As Expected,"(33.92573,-117.43996)"
2014-2015,Riverside,Riverside Community Hospital,106331312,30-day Readmission,11.71,55.0,482.0,As Expected,"(33.97641,-117.37997)"
2014-2015,Riverside,Riverside Community Hospital,106331312,30-day Mortality,9.88,41.0,499.0,As Expected,"(33.97641,-117.37997)"
2014-2015,Riverside,San Gorgonio Memorial Hospital,106331326,30-day Readmission,12.9,4.0,33.0,As Expected,"(33.9295,-116.94678)"
2014-2015,Riverside,San Gorgonio Memorial Hospital,106331326,30-day Mortality,21.0,7.0,34.0,As Expected,"(33.9295,-116.94678)"
2014-2015,Riverside,Menifee Valley Medical Center,106334018,30-day Readmission,7.45,4.0,58.0,As Expected,"(33.72146,-117.15691)"
2014-2015,Riverside,Menifee Valley Medical Center,106334018,30-day Mortality,14.63,9.0,63.0,As Expected,"(33.72146,-117.15691)"
2014-2015,Riverside,Kaiser Foundation Hospital � Riverside,106334025,30-day Readmission,10.96,26.0,233.0,As Expected,"(33.9063,-117.47082)"
2014-2015,Riverside,Kaiser Foundation Hospital � Riverside,106334025,30-day Mortality,13.39,29.0,247.0,As Expected,"(33.9063,-117.47082)"
2014-2015,Riverside,Kaiser Foundation Hospital � Moreno Valley,106334048,30-day Readmission,14.21,15.0,102.0,As Expected,"(33.89519,-117.18094)"
2014-2015,Riverside,Kaiser Foundation Hospital � Moreno Valley,106334048,30-day Mortality,15.44,13.0,105.0,As Expected,"(33.89519,-117.18094)"
2014-2015,Riverside,Southwest Healthcare System � Murrieta,106334068,30-day Readmission,12.04,35.0,318.0,As Expected,"(33.55788,-117.18488)"
2014-2015,Riverside,Southwest Healthcare System � Murrieta,106334068,30-day Mortality,11.69,34.0,332.0,As Expected,"(33.55788,-117.18488)"
2014-2015,Riverside,Riverside County Regional Medical Center,106334487,30-day Readmission,12.21,36.0,303.0,As Expected,"(33.91187,-117.19525)"
2014-2015,Riverside,Riverside County Regional Medical Center,106334487,30-day Mortality,10.0,27.0,321.0,As Expected,"(33.91187,-117.19525)"
2014-2015,Riverside,Temecula Valley Hospital,106334564,30-day Readmission,13.9,20.0,164.0,As Expected,"(33.4795943,-117.1048018)"
2014-2015,Riverside,Temecula Valley Hospital,106334564,30-day Mortality,7.0,11.0,170.0,As Expected,"(33.4795943,-117.1048018)"
2014-2015,Riverside,Loma Linda University Medical Center � Murrieta,106334589,30-day Readmission,11.69,15.0,152.0,As Expected,"(33.6122263,-117.1624483)"
2014-2015,Riverside,Loma Linda University Medical Center � Murrieta,106334589,30-day Mortality,7.39,8.0,155.0,As Expected,"(33.6122263,-117.1624483)"
2014-2015,Sacramento,Kaiser Foundation Hospital � Sacramento,106340913,30-day Readmission,10.36,41.0,367.0,As Expected,"(38.60197,-121.39232)"
2014-2015,Sacramento,Kaiser Foundation Hospital � Sacramento,106340913,30-day Mortality,12.28,69.0,400.0,As Expected,"(38.60197,-121.39232)"
2014-2015,Sacramento,Mercy General Hospital,106340947,30-day Readmission,11.49,35.0,301.0,As Expected,"(38.56955,-121.45271)"
2014-2015,Sacramento,Mercy General Hospital,106340947,30-day Mortality,7.84,23.0,311.0,As Expected,"(38.56955,-121.45271)"
2014-2015,Sacramento,Mercy San Juan Hospital,106340950,30-day Readmission,12.98,83.0,690.0,As Expected,"(38.66818,-121.31261)"
2014-2015,Sacramento,Mercy San Juan Hospital,106340950,30-day Mortality,11.8,91.0,746.0,As Expected,"(38.66818,-121.31261)"
2014-2015,Sacramento,Methodist Hospital of Sacramento,106340951,30-day Readmission,13.02,49.0,357.0,As Expected,"(38.46416,-121.41744)"
2014-2015,Sacramento,Methodist Hospital of Sacramento,106340951,30-day Mortality,10.51,31.0,369.0,As Expected,"(38.46416,-121.41744)"
2014-2015,Sacramento,UC Davis Medical Center,106341006,30-day Readmission,11.37,50.0,449.0,As Expected,"(38.55438,-121.45738)"
2014-2015,Sacramento,UC Davis Medical Center,106341006,30-day Mortality,9.94,40.0,476.0,As Expected,"(38.55438,-121.45738)"
2014-2015,Sacramento,"Sutter Medical Center, Sacramento",106341051,30-day Readmission,5.68,20.0,366.0,Better,"(38.57176,-121.47008)"
2014-2015,Sacramento,"Sutter Medical Center, Sacramento",106341051,30-day Mortality,11.97,43.0,384.0,As Expected,"(38.57176,-121.47008)"
2014-2015,Sacramento,Sutter Memorial Hospital,106341052,30-day Readmission,12.19,16.0,128.0,As Expected,"(38.57071,-121.43948)"
2014-2015,Sacramento,Sutter Memorial Hospital,106341052,30-day Mortality,9.29,12.0,133.0,As Expected,"(38.57071,-121.43948)"
2014-2015,Sacramento,Kaiser Foundation Hospital � South Sacramento,106342344,30-day Readmission,9.76,44.0,396.0,As Expected,"(38.47144,-121.42409)"
2014-2015,Sacramento,Kaiser Foundation Hospital � South Sacramento,106342344,30-day Mortality,8.56,38.0,414.0,As Expected,"(38.47144,-121.42409)"
2014-2015,Sacramento,Mercy Hospital of Folsom,106344029,30-day Readmission,10.37,13.0,143.0,As Expected,"(38.67223,-121.1428)"
2014-2015,Sacramento,Mercy Hospital of Folsom,106344029,30-day Mortality,7.44,9.0,147.0,As Expected,"(38.67223,-121.1428)"
2014-2015,San Benito,Hazel Hawkins Memorial Hospital,106350784,30-day Readmission,14.1,5.0,42.0,As Expected,"(36.835,-121.38609)"
2014-2015,San Benito,Hazel Hawkins Memorial Hospital,106350784,30-day Mortality,12.94,4.0,43.0,As Expected,"(36.835,-121.38609)"
2014-2015,San Bernardino,Chino Valley Medical Center,106361144,30-day Readmission,9.26,5.0,50.0,As Expected,"(34.02626,-117.687)"
2014-2015,San Bernardino,Chino Valley Medical Center,106361144,30-day Mortality,9.28,4.0,51.0,As Expected,"(34.02626,-117.687)"
2014-2015,San Bernardino,Kaiser Foundation Hospital � Fontana,106361223,30-day Readmission,9.27,47.0,482.0,As Expected,"(34.0725,-117.43549)"
2014-2015,San Bernardino,Kaiser Foundation Hospital � Fontana,106361223,30-day Mortality,11.97,54.0,510.0,As Expected,"(34.0725,-117.43549)"
2014-2015,San Bernardino,Loma Linda University Medical Center,106361246,30-day Readmission,11.86,55.0,482.0,As Expected,"(34.05164,-117.26146)"
2014-2015,San Bernardino,Loma Linda University Medical Center,106361246,30-day Mortality,11.77,59.0,527.0,As Expected,"(34.05164,-117.26146)"
2014-2015,San Bernardino,Redlands Community Hospital,106361308,30-day Readmission,8.26,22.0,256.0,As Expected,"(34.03699,-117.2044)"
2014-2015,San Bernardino,Redlands Community Hospital,106361308,30-day Mortality,10.65,32.0,261.0,As Expected,"(34.03699,-117.2044)"
2014-2015,San Bernardino,San Antonio Community Hospital,106361318,30-day Readmission,13.13,54.0,441.0,As Expected,"(34.10056,-117.63828)"
2014-2015,San Bernardino,San Antonio Community Hospital,106361318,30-day Mortality,12.85,57.0,466.0,As Expected,"(34.10056,-117.63828)"
2014-2015,San Bernardino,Community Hospital of San Bernardino,106361323,30-day Readmission,20.5,9.0,49.0,As Expected,"(34.13138,-117.32245)"
2014-2015,San Bernardino,Community Hospital of San Bernardino,106361323,30-day Mortality,11.94,4.0,52.0,As Expected,"(34.13138,-117.32245)"
2014-2015,San Bernardino,Saint Bernadine Medical Center,106361339,30-day Readmission,12.82,31.0,255.0,As Expected,"(34.1341,-117.27865)"
2014-2015,San Bernardino,Saint Bernadine Medical Center,106361339,30-day Mortality,11.67,24.0,264.0,As Expected,"(34.1341,-117.27865)"
2014-2015,San Bernardino,Saint Mary Regional Medical Center,106361343,30-day Readmission,10.1,31.0,296.0,As Expected,"(34.54053,-117.26535)"
2014-2015,San Bernardino,Saint Mary Regional Medical Center,106361343,30-day Mortality,8.02,19.0,303.0,As Expected,"(34.54053,-117.26535)"
2014-2015,San Bernardino,Victor Valley Global Medical Center,106361370,30-day Readmission,17.9,13.0,71.0,As Expected,"(34.5281768,-117.2925622)"
2014-2015,San Bernardino,Victor Valley Global Medical Center,106361370,30-day Mortality,9.43,3.0,72.0,As Expected,"(34.5281768,-117.2925622)"
2014-2015,San Bernardino,Desert Valley Hospital,106364144,30-day Readmission,12.41,31.0,195.0,As Expected,"(34.47093,-117.29778)"
2014-2015,San Bernardino,Desert Valley Hospital,106364144,30-day Mortality,5.86,9.0,195.0,As Expected,"(34.47093,-117.29778)"
2014-2015,San Bernardino,Arrowhead Regional Medical Center,106364231,30-day Readmission,12.71,38.0,326.0,As Expected,"(34.07163215,-117.3527761)"
2014-2015,San Bernardino,Arrowhead Regional Medical Center,106364231,30-day Mortality,8.86,18.0,336.0,As Expected,"(34.07163215,-117.3527761)"
2014-2015,San Bernardino,Barstow Community Hospital,106364430,30-day Readmission,11.65,9.0,75.0,As Expected,"(34.8935263,-117.0168841)"
2014-2015,San Bernardino,Barstow Community Hospital,106364430,30-day Mortality,15.14,7.0,77.0,As Expected,"(34.8935263,-117.0168841)"
2014-2015,San Diego,Alvarado Hospital,106370652,30-day Readmission,13.5,19.0,119.0,As Expected,"(32.77708,-117.05683)"
2014-2015,San Diego,Alvarado Hospital,106370652,30-day Mortality,10.27,12.0,124.0,As Expected,"(32.77708,-117.05683)"
2014-2015,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,30-day Readmission,8.58,3.0,34.0,As Expected,"(32.69427,-117.16808)"
2014-2015,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,30-day Mortality,9.39,5.0,36.0,As Expected,"(32.69427,-117.16808)"
2014-2015,San Diego,Sharp Memorial Hospital,106370694,30-day Readmission,12.63,62.0,510.0,As Expected,"(32.80016,-117.15531)"
2014-2015,San Diego,Sharp Memorial Hospital,106370694,30-day Mortality,9.67,52.0,548.0,As Expected,"(32.80016,-117.15531)"
2014-2015,San Diego,Grossmont Hospital,106370714,30-day Readmission,13.36,108.0,789.0,As Expected,"(32.77963,-117.00924)"
2014-2015,San Diego,Grossmont Hospital,106370714,30-day Mortality,8.77,83.0,834.0,As Expected,"(32.77963,-117.00924)"
2014-2015,San Diego,Kaiser Foundation Hospital � San Diego,106370730,30-day Readmission,9.38,42.0,447.0,As Expected,"(32.79287,-117.09447)"
2014-2015,San Diego,Kaiser Foundation Hospital � San Diego,106370730,30-day Mortality,12.07,58.0,474.0,As Expected,"(32.79287,-117.09447)"
2014-2015,San Diego,Scripps Mercy Hospital,106370744,30-day Readmission,11.53,71.0,622.0,As Expected,"(32.75128,-117.1609)"
2014-2015,San Diego,Scripps Mercy Hospital,106370744,30-day Mortality,6.78,41.0,648.0,Better,"(32.75128,-117.1609)"
2014-2015,San Diego,Palomar Heath Downtown Campus,106370755,30-day Readmission,11.56,72.0,707.0,As Expected,"(33.12622,-117.07585)"
2014-2015,San Diego,Palomar Heath Downtown Campus,106370755,30-day Mortality,10.17,86.0,755.0,As Expected,"(33.12622,-117.07585)"
2014-2015,San Diego,Paradise Valley Hospital,106370759,30-day Readmission,14.29,14.0,84.0,As Expected,"(32.6863293,-117.0830382)"
2014-2015,San Diego,Paradise Valley Hospital,106370759,30-day Mortality,7.05,5.0,86.0,As Expected,"(32.6863293,-117.0830382)"
2014-2015,San Diego,Scripps Memorial Hospital � La Jolla,106370771,30-day Readmission,13.43,49.0,384.0,As Expected,"(32.88506,-117.22279)"
2014-2015,San Diego,Scripps Memorial Hospital � La Jolla,106370771,30-day Mortality,10.06,58.0,422.0,As Expected,"(32.88506,-117.22279)"
2014-2015,San Diego,Tri-City Medical Center � Oceanside,106370780,30-day Readmission,13.12,53.0,426.0,As Expected,"(33.18394,-117.29027)"
2014-2015,San Diego,Tri-City Medical Center � Oceanside,106370780,30-day Mortality,8.93,44.0,445.0,As Expected,"(33.18394,-117.29027)"
2014-2015,San Diego,UC San Diego Medical Center,106370782,30-day Readmission,14.58,42.0,309.0,As Expected,"(32.75387,-117.16498)"
2014-2015,San Diego,UC San Diego Medical Center,106370782,30-day Mortality,8.18,28.0,322.0,As Expected,"(32.75387,-117.16498)"
2014-2015,San Diego,Sharp Chula Vista Medical Center,106370875,30-day Readmission,14.08,61.0,407.0,As Expected,"(32.61909,-117.02488)"
2014-2015,San Diego,Sharp Chula Vista Medical Center,106370875,30-day Mortality,7.79,32.0,422.0,As Expected,"(32.61909,-117.02488)"
2014-2015,San Diego,Pomerado Hospital,106370977,30-day Readmission,7.97,10.0,144.0,As Expected,"(32.99563,-117.05784)"
2014-2015,San Diego,Pomerado Hospital,106370977,30-day Mortality,8.92,18.0,153.0,As Expected,"(32.99563,-117.05784)"
2014-2015,San Diego,Scripps Green Hospital,106371256,30-day Readmission,12.28,19.0,155.0,As Expected,"(32.89654,-117.2419)"
2014-2015,San Diego,Scripps Green Hospital,106371256,30-day Mortality,4.95,10.0,158.0,Better,"(32.89654,-117.2419)"
2014-2015,San Diego,Scripps Memorial Hospital � Encinitas,106371394,30-day Readmission,10.51,31.0,298.0,As Expected,"(33.0363,-117.28495)"
2014-2015,San Diego,Scripps Memorial Hospital � Encinitas,106371394,30-day Mortality,6.34,30.0,310.0,Better,"(33.0363,-117.28495)"
2014-2015,San Francisco,Kaiser Foundation Hospital � San Francisco,106380857,30-day Readmission,12.91,34.0,269.0,As Expected,"(37.78274,-122.44289)"
2014-2015,San Francisco,Kaiser Foundation Hospital � San Francisco,106380857,30-day Mortality,10.43,21.0,276.0,As Expected,"(37.78274,-122.44289)"
2014-2015,San Francisco,California Pacific Medical Center � Pacific Campus,106380929,30-day Readmission,12.56,38.0,286.0,As Expected,"(37.79149,-122.43102)"
2014-2015,San Francisco,California Pacific Medical Center � Pacific Campus,106380929,30-day Mortality,10.0,36.0,306.0,As Expected,"(37.79149,-122.43102)"
2014-2015,San Francisco,California Pacific Medical Center � Davies Campus,106380933,30-day Readmission,10.78,20.0,190.0,As Expected,"(37.7691,-122.43465)"
2014-2015,San Francisco,California Pacific Medical Center � Davies Campus,106380933,30-day Mortality,8.5,21.0,206.0,As Expected,"(37.7691,-122.43465)"
2014-2015,San Francisco,San Francisco General Hospital,106380939,30-day Readmission,10.76,24.0,226.0,As Expected,"(37.75657,-122.40637)"
